TV smoothing with I-FGSM
./images/test_274.JPEG
l2 norm is 0.05527538617948445
l2 norm is 0.05542923517156866
l2 norm is 0.055734593897369074
l2 norm is 0.055868547026680204
l2 norm is 0.05640442903715136
l2 norm is 0.056800165422145804
l2 norm is 0.056910353541695005
l2 norm is 0.05703278957535892
l2 norm is 0.05715476371966333
l2 norm is 0.05727570168621283
l2 norm is 0.057544132567381424
l2 norm is 0.05766420547267098
l2 norm is 0.05809575688918629
l2 norm is 0.05827120776883555
l2 norm is 0.058420286110306266
l2 norm is 0.05846880067494866
l2 norm is 0.058626934429714346
l2 norm is 0.05869725145884271
l2 norm is 0.058835674576557466
l2 norm is 0.05891558159646657
l2 norm is 0.05906822106238895
l2 norm is 0.05914938256203173
l2 norm is 0.05926712260665996
l2 norm is 0.059409718495760926
l2 norm is 0.059510885363641165
l2 norm is 0.05986358415362095
l2 norm is 0.059957642340436657
l2 norm is 0.06005972574299214
l2 norm is 0.060202358660880924
l2 norm is 0.06023810471591174
l2 norm is 0.060382735895559134
l2 norm is 0.060431936594530285
l2 norm is 0.06054812091652979
l2 norm is 0.060657931964972114
l2 norm is 0.06074097883610407
l2 norm is 0.061128306832191066
l2 norm is 0.06120385697462487
l2 norm is 0.061292512008256646
l2 norm is 0.061379002011135275
l2 norm is 0.06147727104587786
l2 norm is 0.06160966189784702
l2 norm is 0.06172619439751471
l2 norm is 0.061752036555655816
l2 norm is 0.06187160123475693
l2 norm is 0.06191765228779266
l2 norm is 0.062044030129338366
l2 norm is 0.06207309148916084
l2 norm is 0.062180864753487344
l2 norm is 0.06224702323588262
l2 norm is 0.062349785280178184
l2 norm is 0.06238255231715856
l2 norm is 0.06251078006044612
l2 norm is 0.06253695513017847
l2 norm is 0.06266649243359322
l2 norm is 0.0626900658833507
l2 norm is 0.06285178009621441
l2 norm is 0.06287148092458204
l2 norm is 0.06302984477998291
l2 norm is 0.06305546836714544
l2 norm is 0.06316098113674133
l2 norm is 0.06319504815328228
l2 norm is 0.06328785429153148
l2 norm is 0.06333513644097592
l2 norm is 0.06342002478210534
l2 norm is 0.06349605481097582
l2 norm is 0.06356510076458091
l2 norm is 0.06382205911549184
l2 norm is 0.0639024313529621
l2 norm is 0.06393730866752217
l2 norm is 0.06401512484789215
l2 norm is 0.06417544834441398
l2 norm is 0.0642542226420536
l2 norm is 0.06447929876801348
l2 norm is 0.06456486451669659
l2 norm is 0.06460752921598745
l2 norm is 0.06469129858750286
l2 norm is 0.06478570615289517
l2 norm is 0.06485361604434342
l2 norm is 0.06526070808531798
l2 norm is 0.06529880713817143
l2 norm is 0.06538843163762043
l2 norm is 0.06540431057177463
l2 norm is 0.06556780670165809
l2 norm is 0.0655807665353545
l2 norm is 0.06568505145181557
l2 norm is 0.06572295765573845
l2 norm is 0.06580456409467683
l2 norm is 0.0658314136629398
l2 norm is 0.06591010223356615
l2 norm is 0.06594857105989321
l2 norm is 0.0660186105256204
l2 norm is 0.06608304793262446
l2 norm is 0.06615130839566755
l2 norm is 0.06624810587788905
l2 norm is 0.06631511156187098
l2 norm is 0.06643544985612555
l2 norm is 0.0665288382693785
l2 norm is 0.06655053983835897
l2 norm is 0.06664115017284859
l2 norm is 0.06666764186292404
l2 norm is 0.06675379281193695
l2 norm is 0.06678744257868784
l2 norm is 0.06687147898852451
l2 norm is 0.06689637592306104
l2 norm is 0.06697404618599502
l2 norm is 0.0670006217040301
l2 norm is 0.06708501579093065
l2 norm is 0.06711694192358539
l2 norm is 0.06719858097584692
l2 norm is 0.06724451911361266
l2 norm is 0.06733389474753541
l2 norm is 0.06735546483132375
l2 norm is 0.06743297575582533
l2 norm is 0.06747708774493398
l2 norm is 0.0675762172109953
l2 norm is 0.06759877771319682
l2 norm is 0.06768231587423607
l2 norm is 0.06771880154504298
l2 norm is 0.06779126405564638
l2 norm is 0.0678202452334644
l2 norm is 0.0678850543806266
l2 norm is 0.06795033967403048
l2 norm is 0.06800889358888243
l2 norm is 0.06810366282736667
l2 norm is 0.06816200305155772
l2 norm is 0.06823656085159975
l2 norm is 0.06828881777741447
l2 norm is 0.06856159205322361
l2 norm is 0.06861949544489199
l2 norm is 0.06868286905718328
l2 norm is 0.06873271356349314
l2 norm is 0.06890807645673692
l2 norm is 0.06896288677497435
l2 norm is 0.06912173508828665
l2 norm is 0.06914543792438767
l2 norm is 0.0691979674253881
l2 norm is 0.06926122185824299
l2 norm is 0.06931530618641149
l2 norm is 0.06952291784296977
l2 norm is 0.06957407808367252
l2 norm is 0.06966702232541461
l2 norm is 0.06972926358993715
l2 norm is 0.06978048608966521
l2 norm is 0.06983459502262437
l2 norm is 0.07004359269477212
l2 norm is 0.07010209869567421
l2 norm is 0.07023999661616277
l2 norm is 0.07030672142337209
l2 norm is 0.070379672150955
l2 norm is 0.07043322160246034
l2 norm is 0.07064019110490893
l2 norm is 0.07069248598889562
l2 norm is 0.07087019444502546
l2 norm is 0.07093535163751905
l2 norm is 0.07095023527710403
l2 norm is 0.07101197478331471
l2 norm is 0.07102967783664506
l2 norm is 0.07108736245311566
l2 norm is 0.07111709900361994
l2 norm is 0.07117246538057644
l2 norm is 0.07121691253420884
l2 norm is 0.071269444156927
l2 norm is 0.071364894797753
l2 norm is 0.07141520822747525
l2 norm is 0.07156266006301903
l2 norm is 0.07161197946611973
l2 norm is 0.07171935704022145
l2 norm is 0.07176810484093482
l2 norm is 0.07182981558348092
l2 norm is 0.07187655462781313
l2 norm is 0.07202545090437057
l2 norm is 0.07207847538649335
l2 norm is 0.0721603315955589
l2 norm is 0.0722087139844675
l2 norm is 0.07224861473208277
l2 norm is 0.07229998132732159
l2 norm is 0.07233529984905582
l2 norm is 0.07238681078622904
l2 norm is 0.0724209424455717
l2 norm is 0.07247824577843198
l2 norm is 0.07250050443851985
l2 norm is 0.07255603136284673
l2 norm is 0.0725906062711954
l2 norm is 0.07264617650125388
l2 norm is 0.07268867192283054
l2 norm is 0.07273944928715793
l2 norm is 0.07283433846082298
l2 norm is 0.07287625451729833
l2 norm is 0.07311927336395375
l2 norm is 0.07317917020147983
l2 norm is 0.07325115466855557
l2 norm is 0.07326191636447599
l2 norm is 0.07332271916967173
l2 norm is 0.07333694685943076
l2 norm is 0.07339395058658167
l2 norm is 0.07341598553222942
l2 norm is 0.07346701130499142
l2 norm is 0.0734956900124025
l2 norm is 0.07354693590728559
l2 norm is 0.07357539991945088
l2 norm is 0.07361712807279785
l2 norm is 0.0736830855948983
l2 norm is 0.07373141294468478
l2 norm is 0.07376154819285577
l2 norm is 0.0738032089554514
l2 norm is 0.07386400118067488
l2 norm is 0.07390294837331306
l2 norm is 0.07398858898250499
l2 norm is 0.07402730393188495
l2 norm is 0.07407993586237234
l2 norm is 0.07412126375261796
l2 norm is 0.07417313529230239
l2 norm is 0.07421239085309897
l2 norm is 0.07425986268084407
l2 norm is 0.0743032839865836
l2 norm is 0.07435235120421733
l2 norm is 0.07439277975354579
l2 norm is 0.07446117086457003
l2 norm is 0.07450347169805271
l2 norm is 0.07455051457050328
l2 norm is 0.07458850396414649
l2 norm is 0.0746582563910285
l2 norm is 0.0746923195309423
l2 norm is 0.07476823767817596
l2 norm is 0.07480643086107573
l2 norm is 0.07484870454738857
l2 norm is 0.07488762774380164
l2 norm is 0.07493502290694495
l2 norm is 0.07497375533248822
l2 norm is 0.07504949116460494
l2 norm is 0.07508161544625129
l2 norm is 0.0752306396927702
l2 norm is 0.07531426359917341
l2 norm is 0.07534211863895914
l2 norm is 0.07539008355316855
l2 norm is 0.07540018176744158
l2 norm is 0.07545015573968987
l2 norm is 0.07546087843456932
l2 norm is 0.0755127886757087
l2 norm is 0.07552012972120294
l2 norm is 0.07557008291150674
l2 norm is 0.07558523678023553
l2 norm is 0.07562778938189511
l2 norm is 0.07565000465500837
l2 norm is 0.07569710087993864
l2 norm is 0.07571392682017271
l2 norm is 0.07576219722304636
l2 norm is 0.0757825235623578
l2 norm is 0.07583225170982406
l2 norm is 0.07584780137751079
l2 norm is 0.07589619524260206
l2 norm is 0.07592399931426569
l2 norm is 0.07597365018269066
l2 norm is 0.07599594511293549
l2 norm is 0.07603902725098194
l2 norm is 0.07608084557969558
l2 norm is 0.0761240111871682
l2 norm is 0.07615087292980836
l2 norm is 0.07619391024811047
l2 norm is 0.07621530065262194
l2 norm is 0.07625871073593722
l2 norm is 0.0762842217924872
l2 norm is 0.07632964862837255
l2 norm is 0.07634721955911031
l2 norm is 0.07639723842618824
l2 norm is 0.0764116127525135
l2 norm is 0.07646108401276593
l2 norm is 0.0764791788229824
l2 norm is 0.07653160615349824
l2 norm is 0.07654373780818359
l2 norm is 0.07659389888394103
l2 norm is 0.07661333598124882
l2 norm is 0.07666103095266302
l2 norm is 0.07667652489916978
l2 norm is 0.07672474503158604
l2 norm is 0.07673941602909172
l2 norm is 0.07680009109499739
l2 norm is 0.07681324730921622
l2 norm is 0.07686983880593129
l2 norm is 0.07688491213675665
l2 norm is 0.07692802305407342
l2 norm is 0.07696998455073534
l2 norm is 0.077008972380213
l2 norm is 0.07705755856663174
l2 norm is 0.07709565650803815
l2 norm is 0.07714685607448211
l2 norm is 0.07718479832755121
l2 norm is 0.07722290284125484
l2 norm is 0.0772657016265844
l2 norm is 0.07730332652393139
l2 norm is 0.07734535834537896
l2 norm is 0.0773794692577135
l2 norm is 0.0774213484708664
l2 norm is 0.0774580561188058
l2 norm is 0.07749825552065275
l2 norm is 0.07754741486790541
l2 norm is 0.07758444099607845
l2 norm is 0.07762919395495967
l2 norm is 0.07766965851070136
l2 norm is 0.07770749830346176
l2 norm is 0.07774606837209125
l2 norm is 0.07778543946810343
l2 norm is 0.0778245931921852
l2 norm is 0.07790280275124029
l2 norm is 0.07795857047231906
l2 norm is 0.077967380428517
l2 norm is 0.07801009907854997
l2 norm is 0.07803469743797602
l2 norm is 0.07807615362457004
l2 norm is 0.07809840882281743
l2 norm is 0.07814008447932695
l2 norm is 0.07816785292750049
l2 norm is 0.07820424590703202
l2 norm is 0.07826637946298491
l2 norm is 0.07830019024088039
l2 norm is 0.07838648310070001
l2 norm is 0.07842621848962114
l2 norm is 0.07847145270900527
l2 norm is 0.07850697538548508
l2 norm is 0.0785471655944797
l2 norm is 0.07859108297513476
l2 norm is 0.07863412604393184
l2 norm is 0.07867424833947338
l2 norm is 0.07871749143078952
l2 norm is 0.07875800287458116
l2 norm is 0.07880218980903433
l2 norm is 0.07884027749404247
l2 norm is 0.07888788927914114
l2 norm is 0.07892874984709101
l2 norm is 0.07896662906569363
l2 norm is 0.07900110388313517
l2 norm is 0.079131785847168
l2 norm is 0.07916899444217548
l2 norm is 0.07920622671145489
l2 norm is 0.07923758549957188
l2 norm is 0.07927004214521485
l2 norm is 0.07930508968009656
l2 norm is 0.07936149440030048
l2 norm is 0.07938907025032416
l2 norm is 0.07947511243551994
l2 norm is 0.07953074665884585
l2 norm is 0.0795466885261995
l2 norm is 0.07958655555345061
l2 norm is 0.07961232798043874
l2 norm is 0.07965457659209887
l2 norm is 0.07967110738723014
l2 norm is 0.07971475896972419
l2 norm is 0.07973764597171058
l2 norm is 0.07978698093377541
l2 norm is 0.07980420201621173
l2 norm is 0.07984920379970112
l2 norm is 0.07987076964690161
l2 norm is 0.07990684450910769
l2 norm is 0.0799443680470646
l2 norm is 0.07998819069387551
l2 norm is 0.08000786536823735
l2 norm is 0.08005484091289015
l2 norm is 0.08007678461116041
l2 norm is 0.08012307463934813
l2 norm is 0.08013779173450418
l2 norm is 0.08017810825125894
l2 norm is 0.08020748180808503
l2 norm is 0.08024976525168384
l2 norm is 0.0802782135027617
l2 norm is 0.08032039593778621
l2 norm is 0.08034305825152664
l2 norm is 0.08038091692217408
l2 norm is 0.08042446116715174
l2 norm is 0.08046387303489665
l2 norm is 0.0804826011588139
l2 norm is 0.08051982457790356
l2 norm is 0.08055583711136242
l2 norm is 0.08059971727631189
l2 norm is 0.08062535354717866
l2 norm is 0.08066712643805783
l2 norm is 0.08068630948525496
l2 norm is 0.08072463306135828
l2 norm is 0.08076897788030034
l2 norm is 0.08080488801717567
l2 norm is 0.08083534436493554
l2 norm is 0.08086893905063582
l2 norm is 0.08091510681092787
l2 norm is 0.08095679921575961
l2 norm is 0.08097088457122134
l2 norm is 0.0810109589289691
l2 norm is 0.08103977491318841
l2 norm is 0.08108972171469404
l2 norm is 0.08110381843469026
l2 norm is 0.08114747975045816
l2 norm is 0.08117329869751991
l2 norm is 0.08120210581670768
l2 norm is 0.08131261084403885
l2 norm is 0.08136402986564771
l2 norm is 0.08140856407797359
l2 norm is 0.08142669462651092
l2 norm is 0.08146234626938434
l2 norm is 0.08148579106147372
l2 norm is 0.08152099130467168
l2 norm is 0.08155599649944485
l2 norm is 0.08159112935732005
l2 norm is 0.08162650951392468
l2 norm is 0.08165859544818498
l2 norm is 0.08169356733086777
l2 norm is 0.0817293418589993
l2 norm is 0.08174926964243277
l2 norm is 0.0817802739489627
l2 norm is 0.08184602807229335
l2 norm is 0.08188862834138337
l2 norm is 0.08190972829711751
l2 norm is 0.08193925967534749
l2 norm is 0.08198311222097023
l2 norm is 0.08201409342144807
l2 norm is 0.08204654993698623
l2 norm is 0.08208088565227215
l2 norm is 0.08210539305456738
l2 norm is 0.08214526824261385
l2 norm is 0.08216739607643826
l2 norm is 0.08220487906733183
l2 norm is 0.08224886458129188
l2 norm is 0.0822913327039308
l2 norm is 0.08232019263001115
l2 norm is 0.0823567777440165
l2 norm is 0.08238545930842191
l2 norm is 0.08241873854956501
l2 norm is 0.08248588621002047
l2 norm is 0.08252002501481083
l2 norm is 0.08254884165447056
l2 norm is 0.08258014348972742
l2 norm is 0.08267643362103769
l2 norm is 0.08270736061484273
l2 norm is 0.08273884730097918
l2 norm is 0.08277109838603786
l2 norm is 0.0828021587356766
l2 norm is 0.0828299468033871
l2 norm is 0.08291458897597367
l2 norm is 0.08295310686114485
l2 norm is 0.08296396275357044
l2 norm is 0.08300108040830323
l2 norm is 0.08301904265787179
l2 norm is 0.08305553018409594
l2 norm is 0.08308385283236158
l2 norm is 0.08312272364503959
l2 norm is 0.08315322705049384
l2 norm is 0.08318763776820788
l2 norm is 0.08324554843821538
l2 norm is 0.08328936734549412
l2 norm is 0.08329710477114993
l2 norm is 0.08333431152673636
l2 norm is 0.08336312877690599
l2 norm is 0.08340375099408158
l2 norm is 0.0834231950743326
l2 norm is 0.08345772045483875
l2 norm is 0.08348865364343978
l2 norm is 0.08353450516238972
l2 norm is 0.08354313679610137
l2 norm is 0.08358340968146043
l2 norm is 0.08362238239869418
l2 norm is 0.08366475999769205
l2 norm is 0.08367574894732038
l2 norm is 0.08372438742387767
l2 norm is 0.08373024105132713
l2 norm is 0.08378070987515217
l2 norm is 0.08378904382665466
l2 norm is 0.08383753881452859
l2 norm is 0.08385062379292942
l2 norm is 0.0839043252384979
l2 norm is 0.0839105076082594
l2 norm is 0.08395433165770927
l2 norm is 0.0839829860616761
l2 norm is 0.08402110837867657
l2 norm is 0.08406297753599022
l2 norm is 0.08409501428532645
l2 norm is 0.08413213107874286
l2 norm is 0.08417278049039306
l2 norm is 0.08419035171349601
l2 norm is 0.08422781902522745
l2 norm is 0.0842612935294631
l2 norm is 0.0843096521980369
l2 norm is 0.08431666088087891
l2 norm is 0.08436777516621453
l2 norm is 0.08438206925624175
l2 norm is 0.08442072567553671
l2 norm is 0.0844753601214787
l2 norm is 0.08450794309835401
l2 norm is 0.08455377333315263
l2 norm is 0.08459234303120663
l2 norm is 0.08460434808001638
l2 norm is 0.08465595149078771
l2 norm is 0.08466239248654314
l2 norm is 0.08470001659150367
l2 norm is 0.08475107824081332
l2 norm is 0.08478434889856512
l2 norm is 0.08480998858185573
l2 norm is 0.08484795885289825
l2 norm is 0.08491831565405993
l2 norm is 0.08495596619016071
l2 norm is 0.08498848819177092
l2 norm is 0.08503790635587735
l2 norm is 0.08504129314870139
l2 norm is 0.08510247312986764
l2 norm is 0.08510614460934893
l2 norm is 0.08514533366657245
l2 norm is 0.08517043822320051
l2 norm is 0.0852178957460586
l2 norm is 0.0852330306801172
l2 norm is 0.08527654639975613
l2 norm is 0.0852901858929921
l2 norm is 0.08534344529806755
l2 norm is 0.08534889598932308
l2 norm is 0.08540656796464938
l2 norm is 0.0854137047127125
l2 norm is 0.08546466142893103
l2 norm is 0.08547288294498383
l2 norm is 0.08551215987222202
l2 norm is 0.08553643271758588
l2 norm is 0.08557406433219697
l2 norm is 0.08559409530095773
l2 norm is 0.08563282994333749
l2 norm is 0.08565521206256489
l2 norm is 0.08569613069144927
l2 norm is 0.08571415564611974
l2 norm is 0.08576282174728793
l2 norm is 0.08577493713423716
l2 norm is 0.08582325135964941
l2 norm is 0.08583382562626164
l2 norm is 0.08586859378924738
l2 norm is 0.08589895153282168
l2 norm is 0.0859346280918551
l2 norm is 0.08594629123544141
l2 norm is 0.08598550626068467
l2 norm is 0.08600741219442572
l2 norm is 0.08605329882990048
l2 norm is 0.08606630123140505
l2 norm is 0.08610254391657006
l2 norm is 0.0861338842416116
l2 norm is 0.08616986072638153
l2 norm is 0.08619343241996892
l2 norm is 0.08623156303843302
l2 norm is 0.086254775055063
l2 norm is 0.08629080636803879
l2 norm is 0.08632134199465043
l2 norm is 0.08636768187800217
l2 norm is 0.08638248598396366
l2 norm is 0.08643079193590236
l2 norm is 0.08644566064860157
l2 norm is 0.08649397169624053
l2 norm is 0.08651052512097589
l2 norm is 0.0865471413479653
l2 norm is 0.08657290979652407
l2 norm is 0.08661174971060366
l2 norm is 0.086626619616453
l2 norm is 0.08666839598266148
l2 norm is 0.08668779269518323
l2 norm is 0.08672880939184331
l2 norm is 0.08674516501079615
l2 norm is 0.08678299150326718
l2 norm is 0.08680048765515068
l2 norm is 0.08683428960979177
l2 norm is 0.08686268820416303
l2 norm is 0.08689524682647
l2 norm is 0.08691657523476981
l2 norm is 0.08695111128008218
l2 norm is 0.08698044877573093
l2 norm is 0.0870122087509795
l2 norm is 0.08703459996482728
l2 norm is 0.08707218306351783
l2 norm is 0.087096598569189
l2 norm is 0.08714521402119493
l2 norm is 0.0871652285097927
l2 norm is 0.08721182746983289
l2 norm is 0.0872507298759753
l2 norm is 0.08729489344079928
l2 norm is 0.08731982262095048
l2 norm is 0.08735925795230519
l2 norm is 0.08737305731244087
l2 norm is 0.08740762609364182
l2 norm is 0.08743405699120416
l2 norm is 0.08747021740881493
l2 norm is 0.08749158395159992
l2 norm is 0.08753134355553663
l2 norm is 0.08756893414295665
l2 norm is 0.08760138177338504
l2 norm is 0.08766072988962019
l2 norm is 0.08769091858507963
l2 norm is 0.08772561690282642
l2 norm is 0.0877511374603287
l2 norm is 0.08783356350730072
l2 norm is 0.08786857116361388
l2 norm is 0.08792330081492698
l2 norm is 0.08794441961045457
l2 norm is 0.08797940168126155
l2 norm is 0.08800212622049632
l2 norm is 0.08807263866020118
l2 norm is 0.08810183789689777
l2 norm is 0.08812569864821294
l2 norm is 0.08815993269348128
l2 norm is 0.08817302317330587
l2 norm is 0.08820942704162078
l2 norm is 0.0882253841428536
l2 norm is 0.08826072969196923
l2 norm is 0.08828491935446708
l2 norm is 0.08831726474725178
l2 norm is 0.08829571829027885
l2 norm is 0.08829463186369776
l2 norm is 0.08836342744531447
l2 norm is 0.08837544186793908
l2 norm is 0.08841997320027863
l2 norm is 0.08840757505665081
l2 norm is 0.08840420397780635
l2 norm is 0.08843521305604984
l2 norm is 0.08846853253470224
l2 norm is 0.0884583311265483
l2 norm is 0.08846301612982384
l2 norm is 0.08853266707665401
l2 norm is 0.08851056803325634
l2 norm is 0.08853731132996441
l2 norm is 0.08856607607894905
l2 norm is 0.08855568608855532
l2 norm is 0.08856778484222658
l2 norm is 0.08862047743422205
l2 norm is 0.08863092813048033
l2 norm is 0.0886166362703269
l2 norm is 0.08865306020255152
l2 norm is 0.08869352769530149
l2 norm is 0.08873553007831353
l2 norm is 0.08874143359319664
l2 norm is 0.08872614136878318
l2 norm is 0.08876276168777952
l2 norm is 0.08874903674173791
l2 norm is 0.08876250462687149
l2 norm is 0.08880845948463562
l2 norm is 0.08882488564394797
l2 norm is 0.08881151111073717
l2 norm is 0.08884663920681012
l2 norm is 0.08883031667087389
l2 norm is 0.08885933768008504
l2 norm is 0.08888936552039566
l2 norm is 0.08894387803158617
l2 norm is 0.08898109429987469
l2 norm is 0.08899022587169839
l2 norm is 0.08897635283911445
l2 norm is 0.089010840416434
l2 norm is 0.08900005238476562
l2 norm is 0.08902326962135892
l2 norm is 0.089062758495558
l2 norm is 0.08905199244069138
l2 norm is 0.08905623836423557
l2 norm is 0.08904688869816918
l2 norm is 0.08910478019172385
l2 norm is 0.08915023476926226
l2 norm is 0.0891385755294981
l2 norm is 0.08915748968241938
l2 norm is 0.08914593586325553
l2 norm is 0.08918131340172174
l2 norm is 0.0892340037772837
l2 norm is 0.08922689599430016
l2 norm is 0.08926855874010715
l2 norm is 0.08925714972519164
l2 norm is 0.08925917392752539
l2 norm is 0.08931272557939535
l2 norm is 0.08930210437798142
l2 norm is 0.08930043573864582
l2 norm is 0.08932545162956086
l2 norm is 0.08935991390824173
l2 norm is 0.08934706247112645
l2 norm is 0.0893502989560651
l2 norm is 0.08933996368296075
l2 norm is 0.08940309287260026
l2 norm is 0.08945726630773537
l2 norm is 0.08944410087010704
l2 norm is 0.08944137279488047
l2 norm is 0.08943055338709884
l2 norm is 0.08949223979180822
l2 norm is 0.08955111737536597
l2 norm is 0.08956245774715994
l2 norm is 0.08954819495606621
l2 norm is 0.08957802827045695
l2 norm is 0.08956443865515341
l2 norm is 0.08961144247056281
l2 norm is 0.08964842316371828
l2 norm is 0.08963916123877198
l2 norm is 0.0896370521080723
l2 norm is 0.0896670480081377
l2 norm is 0.08965755948133905
l2 norm is 0.0896880833012025
l2 norm is 0.0896804663013439
l2 norm is 0.0897185811656053
l2 norm is 0.08976799424765693
l2 norm is 0.08977211293810351
l2 norm is 0.08976783862592509
l2 norm is 0.08982424939033333
l2 norm is 0.08981606844832417
l2 norm is 0.08982291705703573
l2 norm is 0.08981982202753508
l2 norm is 0.08984038097865013
l2 norm is 0.08989522330201272
l2 norm is 0.08988382648093357
l2 norm is 0.08988298202259933
l2 norm is 0.08987788401971585
l2 norm is 0.08989834163491921
l2 norm is 0.08994110161215088
l2 norm is 0.08993561857573856
l2 norm is 0.08993988491432604
l2 norm is 0.0900010670078791
l2 norm is 0.0899937093460184
[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0]
[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]
finished image ./images/test_7488.JPEG
l2 norm is 0.0
l2 norm is 0.010729718828971464
l2 norm is 0.01562798832837853
l2 norm is 0.01941991530118745
l2 norm is 0.021982081034410395
l2 norm is 0.024391638471275588
l2 norm is 0.026588584428829748
l2 norm is 0.028726065552406997
l2 norm is 0.03082787971554886
l2 norm is 0.03276863764043411
l2 norm is 0.0345910050807311
l2 norm is 0.035804604660710775
l2 norm is 0.03706873060796594
l2 norm is 0.037895227980984436
l2 norm is 0.03879817701898051
l2 norm is 0.03991092262435801
l2 norm is 0.04081499467780607
l2 norm is 0.04183395648187585
l2 norm is 0.04264460020312194
l2 norm is 0.043126201152918556
l2 norm is 0.04420994446834557
l2 norm is 0.0447438095397236
l2 norm is 0.04553824479570981
l2 norm is 0.045953405721981484
l2 norm is 0.046965110117152084
l2 norm is 0.047389640060682844
l2 norm is 0.04836805320070373
l2 norm is 0.04882859945066735
l2 norm is 0.04963039305890733
l2 norm is 0.049960069339388305
l2 norm is 0.05042637104206939
l2 norm is 0.051143111178271757
l2 norm is 0.051551854414600876
l2 norm is 0.0519821818917909
l2 norm is 0.052413860470906536
l2 norm is 0.052773591312407366
l2 norm is 0.053150085967148916
l2 norm is 0.053499525321543645
l2 norm is 0.0539690944538323
l2 norm is 0.05429203874675388
l2 norm is 0.054779805042764536
l2 norm is 0.055013989076990906
l2 norm is 0.055483149704446545
l2 norm is 0.05585937366618975
l2 norm is 0.056198803713408706
l2 norm is 0.05688026721505825
l2 norm is 0.057151616709469374
l2 norm is 0.05793974789368131
l2 norm is 0.05825266905582078
l2 norm is 0.05880837471806213
l2 norm is 0.05912789818541451
l2 norm is 0.05930795900188214
l2 norm is 0.05961838330436922
l2 norm is 0.059821000032831896
l2 norm is 0.0601225198738059
l2 norm is 0.06031585465685388
l2 norm is 0.06065003198134282
l2 norm is 0.06079842625685253
l2 norm is 0.06113853092687356
l2 norm is 0.06127978510871104
l2 norm is 0.061641849749210484
l2 norm is 0.061780366591465075
l2 norm is 0.062123342733829724
l2 norm is 0.062273206350978876
l2 norm is 0.06264271683933736
l2 norm is 0.0627739720360359
l2 norm is 0.06311276060483298
l2 norm is 0.06330743045012309
l2 norm is 0.06348804223352363
l2 norm is 0.06371189655819369
l2 norm is 0.06389882050933579
l2 norm is 0.06417442160286478
l2 norm is 0.06440519949719394
l2 norm is 0.0645676231631936
l2 norm is 0.06481902702530924
l2 norm is 0.06498119741386142
l2 norm is 0.06518932217298709
l2 norm is 0.06538603522145536
l2 norm is 0.06561090511001355
l2 norm is 0.06574876402760216
l2 norm is 0.06607944349469529
l2 norm is 0.06620709624724191
l2 norm is 0.06649217235998431
l2 norm is 0.06659092888166401
l2 norm is 0.06706567090035892
l2 norm is 0.06716556010651581
l2 norm is 0.0674679846746707
l2 norm is 0.06758187440713209
l2 norm is 0.06779288856547765
l2 norm is 0.06789843948328263
l2 norm is 0.0681081241738721
l2 norm is 0.068228760322545
l2 norm is 0.06842978461748957
l2 norm is 0.06853958286808362
l2 norm is 0.06873779798184869
l2 norm is 0.06885778744873333
l2 norm is 0.06897952930025225
l2 norm is 0.06911610287004684
l2 norm is 0.06923318354533393
l2 norm is 0.06935945971518798
l2 norm is 0.06950725291334413
l2 norm is 0.0696175792089313
l2 norm is 0.06980902499836879
l2 norm is 0.06990934731230243
l2 norm is 0.07005910446772066
l2 norm is 0.07017760118098838
l2 norm is 0.07032250624558431
l2 norm is 0.07042033483024175
l2 norm is 0.07061835167511092
l2 norm is 0.07072521978861097
l2 norm is 0.07087006960308984
l2 norm is 0.07107392273034333
l2 norm is 0.07116135498019732
l2 norm is 0.07132325267027792
l2 norm is 0.07140480404710771
l2 norm is 0.07168863939624485
l2 norm is 0.07176364067219608
l2 norm is 0.07192311114998175
l2 norm is 0.07202136799431143
l2 norm is 0.07214313190678422
l2 norm is 0.07225618107406125
l2 norm is 0.07235460988753005
l2 norm is 0.07252928923738705
l2 norm is 0.07261186212893861
l2 norm is 0.07280716450834278
l2 norm is 0.07289852898808344
l2 norm is 0.07300259183685953
l2 norm is 0.07310668809257574
l2 norm is 0.07329477012110917
l2 norm is 0.07336503217291648
l2 norm is 0.07383647460245685
l2 norm is 0.07393964564377488
l2 norm is 0.07401746823945181
l2 norm is 0.07409907404693329
l2 norm is 0.0742265609345327
l2 norm is 0.07430601949704149
l2 norm is 0.0744666364384273
l2 norm is 0.07453302926113008
l2 norm is 0.07487903378981389
l2 norm is 0.07502582572306564
l2 norm is 0.07516345055044263
l2 norm is 0.07519739011891596
l2 norm is 0.07531274877107458
l2 norm is 0.07534180342648886
l2 norm is 0.07543793772437714
l2 norm is 0.07548994701565998
l2 norm is 0.07556504224432067
l2 norm is 0.07564397205448471
l2 norm is 0.07570286474685103
l2 norm is 0.07583490750568392
l2 norm is 0.07588641155343917
l2 norm is 0.0761339814735886
l2 norm is 0.07619593313733557
l2 norm is 0.07624967587706982
l2 norm is 0.07632153126769202
l2 norm is 0.07638635760626478
l2 norm is 0.07644680426696111
l2 norm is 0.07657730278141146
l2 norm is 0.07664104393505267
l2 norm is 0.0767270816553915
l2 norm is 0.07679327262179118
l2 norm is 0.0768860901367572
